zip,city,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,ports_within_radius,evs_within_radius,evs_per_port_nearby,access_class,evs_per_port,vs_state_avg,evs_added,ports_added,service_category
92109,San Diego,2483,784,9,62,0,62,9,2938.0,47934.0,16.315180394826413,Well served,40.04838709677419,1.2034690616848915,1699,53,Below average
92110,San Diego,1500,422,28,40,76,116,20,2882.0,51685.0,17.933726578764748,Well served,12.931034482758621,0.3885824389875114,1078,96,At or above average
92111,San Diego,2354,573,29,42,48,90,23,3102.0,74001.0,23.85589941972921,Well served,26.155555555555555,0.7859842601458207,1781,67,At or above average
92112,,18,2,0,0,0,0,0,,,,No location data,,,16,0,"Fewer than 1,000 EVs"
92113,San Diego,637,101,7,8,15,23,9,2039.0,60748.0,29.79303580186366,"Fewer than 1,000 EVs",27.695652173913043,0.8322647414975417,536,14,"Fewer than 1,000 EVs"
92114,San Diego,1827,258,2,4,0,4,0,2122.0,60382.0,28.45523091423186,Locally sparse - chargers nearby,456.75,13.725508909916876,1569,4,Severely underserved (>3x state avg)
92115,San Diego,2106,550,12,21,13,34,6,2221.0,63408.0,28.54930211616389,Well served,61.94117647058823,1.8613555983312366,1556,28,Below average
92116,San Diego,1772,555,2,7,6,13,0,2527.0,72285.0,28.605065294815983,Locally sparse - chargers nearby,136.30769230769232,4.096097307628766,1217,13,Severely underserved (>3x state avg)
92117,San Diego,3041,822,3,1,11,12,3,3095.0,67734.0,21.88497576736672,Locally sparse - chargers nearby,253.41666666666666,7.61526593597103,2219,9,Severely underserved (>3x state avg)
92118,Coronado,1334,382,20,42,5,47,8,1776.0,43233.0,24.342905405405407,Well served,28.382978723404257,0.8529191622508292,952,39,At or above average
92119,San Diego,1327,329,1,0,12,12,0,1647.0,58249.0,35.366727383120825,Locally sparse - chargers nearby,110.58333333333333,3.3230706665680887,998,12,Severely underserved (>3x state avg)
92120,San Diego,2302,569,8,46,1,47,3,2332.0,66257.0,28.412092624356777,Well served,48.97872340425532,1.4718290191164982,1733,44,Below average
92121,San Diego,766,306,110,309,23,332,32,2322.0,65802.0,28.338501291989665,"Fewer than 1,000 EVs",2.3072289156626504,0.06933309477645443,460,300,"Fewer than 1,000 EVs"
92122,San Diego,3318,898,25,54,20,74,28,2668.0,68113.0,25.52961019490255,Well served,44.83783783783784,1.3473938538470744,2420,46,Below average
92123,San Diego,2360,503,61,137,25,162,20,3191.0,73633.0,23.075211532434977,Well served,14.567901234567902,0.437770899165519,1857,142,At or above average
92124,,1867,467,0,0,0,0,0,3061.0,74096.0,24.206468474354786,Locally sparse - chargers nearby,,,1400,0,"1,000+ EVs, zero ports"
92126,San Diego,5374,1099,17,35,34,69,16,2265.0,76434.0,33.74569536423841,Locally sparse - chargers nearby,77.8840579710145,2.340445170490732,4275,53,Below average
92127,San Diego,7509,2253,56,125,16,141,22,1100.0,70777.0,64.34272727272727,Well served,53.255319148936174,1.600342326172283,5256,119,Below average
92128,San Diego,4804,1142,11,46,5,51,2,719.0,49820.0,69.29068150208623,Isolated - underserved by both measures,94.19607843137256,2.830627506927275,3662,49,Below average
92129,San Diego,5919,1492,12,24,14,38,14,1905.0,64308.0,33.75748031496063,Locally sparse - chargers nearby,155.76315789473685,4.680741349799671,4427,24,Severely underserved (>3x state avg)
92130,San Diego,10291,3061,39,99,36,135,30,2007.0,65844.0,32.80717488789238,Locally sparse - chargers nearby,76.22962962962963,2.290728977955435,7230,105,Below average
92131,San Diego,4813,1371,11,16,12,28,1,1630.0,74305.0,45.58588957055215,Locally sparse - chargers nearby,171.89285714285714,5.165444865386654,3442,27,Severely underserved (>3x state avg)
92132,San Diego,1,0,6,12,0,12,0,1923.0,48017.0,24.96983879355174,"Fewer than 1,000 EVs",0.08333333333333333,0.0025041979401417397,1,12,"Fewer than 1,000 EVs"
92134,,3,1,0,0,0,0,0,1977.0,60232.0,30.466363176530095,"Fewer than 1,000 EVs",,,2,0,"Fewer than 1,000 EVs"
92136,,32,5,0,0,0,0,0,1904.0,58268.0,30.602941176470587,"Fewer than 1,000 EVs",,,27,0,"Fewer than 1,000 EVs"
92137,,4,2,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
92138,,23,9,0,0,0,0,0,,,,No location data,,,14,0,"Fewer than 1,000 EVs"
92139,San Diego,952,173,1,0,6,6,0,1826.0,56426.0,30.901423877327492,"Fewer than 1,000 EVs",158.66666666666666,4.767992878029872,779,6,"Fewer than 1,000 EVs"
92140,San Diego,3,0,1,0,1,1,0,2584.0,51790.0,20.042569659442723,"Fewer than 1,000 EVs",3.0,0.09015112584510263,3,1,"Fewer than 1,000 EVs"
92142,,10,3,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
92143,,12,2,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
92145,,12,2,0,0,0,0,0,2703.0,71706.0,26.528301886792452,"Fewer than 1,000 EVs",,,10,0,"Fewer than 1,000 EVs"
92147,,0,1,0,0,0,0,0,1890.0,48048.0,25.42222222222222,"Fewer than 1,000 EVs",,,-1,0,"Fewer than 1,000 EVs"
92149,,4,1,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
92150,,32,9,0,0,0,0,0,,,,No location data,,,23,0,"Fewer than 1,000 EVs"
92153,,11,1,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
92154,San Diego,2854,425,9,3,29,32,4,367.0,22286.0,60.724795640326974,Locally sparse - chargers nearby,89.1875,2.680117845436697,2429,28,Below average
92155,San Diego,2,0,1,8,0,8,0,1775.0,43233.0,24.356619718309855,"Fewer than 1,000 EVs",0.25,0.00751259382042522,2,8,"Fewer than 1,000 EVs"
92158,San Diego,0,0,5,10,0,10,0,,,,No location data,0.0,0.0,0,10,"Fewer than 1,000 EVs"
92159,,5,3,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
92160,,9,5,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
92161,San Diego,0,0,1,2,0,2,2,2375.0,56066.0,23.606736842105263,"Fewer than 1,000 EVs",0.0,0.0,0,0,"Fewer than 1,000 EVs"
92163,,26,6,0,0,0,0,0,,,,No location data,,,20,0,"Fewer than 1,000 EVs"
92165,,6,2,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
92166,,7,7,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
92167,,9,3,0,0,0,0,0,,,,No location data,,,6,0,"Fewer than 1,000 EVs"
92168,,9,6,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
92169,,24,7,0,0,0,0,0,,,,No location data,,,17,0,"Fewer than 1,000 EVs"
92170,,2,4,0,0,0,0,0,,,,No location data,,,-2,0,"Fewer than 1,000 EVs"
92171,,3,1,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
92172,,17,10,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
92173,San Diego,714,86,5,2,30,32,7,377.0,21761.0,57.721485411140584,"Fewer than 1,000 EVs",22.3125,0.6704989984729508,628,25,"Fewer than 1,000 EVs"
92174,,2,2,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
92175,,6,1,0,0,0,0,0,,,,No location data,,,5,0,"Fewer than 1,000 EVs"
92176,,13,3,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
92177,,6,5,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92178,,18,8,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
92182,San Diego,3,1,16,24,1,25,11,2193.0,65050.0,29.662562699498405,"Fewer than 1,000 EVs",0.12,0.0036060450338041053,2,14,"Fewer than 1,000 EVs"
92187,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92191,,8,5,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
92192,,17,10,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
92193,,7,7,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
92195,,6,6,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
92196,,17,0,0,0,0,0,0,,,,No location data,,,17,0,"Fewer than 1,000 EVs"
92198,,24,8,0,0,0,0,0,,,,No location data,,,16,0,"Fewer than 1,000 EVs"
92199,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92200,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92201,Indio,1147,182,17,28,2,30,15,330.0,9345.0,28.318181818181817,Well served,38.233333333333334,1.1489260149370302,965,15,Below average
92202,,9,3,0,0,0,0,0,,,,No location data,,,6,0,"Fewer than 1,000 EVs"
92203,Indio,1651,297,4,3,51,54,50,402.0,7401.0,18.41044776119403,Well served,30.574074074074073,0.9187623998164471,1354,4,At or above average
92210,Indian Wells,506,150,23,66,0,66,20,493.0,12639.0,25.636916835699797,"Fewer than 1,000 EVs",7.666666666666667,0.23038621049304006,356,46,"Fewer than 1,000 EVs"
92211,Palm Desert,1771,396,18,81,8,89,4,510.0,12997.0,25.484313725490196,Well served,19.89887640449438,0.5979687036392388,1375,85,At or above average
92214,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92220,Banning,933,133,3,6,3,9,2,100.0,4156.0,41.56,"Fewer than 1,000 EVs",103.66666666666667,3.1152222375363245,800,7,"Fewer than 1,000 EVs"
92223,Beaumont,3169,542,8,8,48,56,21,117.0,8744.0,74.73504273504274,Locally fine - crowded region,56.589285714285715,1.70052927263768,2627,35,Below average
92225,Blythe,102,29,13,39,4,43,6,43.0,102.0,2.372093023255814,"Fewer than 1,000 EVs",2.372093023255814,0.07128228555194162,73,37,"Fewer than 1,000 EVs"
92226,,5,2,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
92227,Brawley,257,35,4,7,16,23,0,23.0,257.0,11.173913043478262,"Fewer than 1,000 EVs",11.173913043478262,0.33578028032161417,222,23,"Fewer than 1,000 EVs"
92230,Cabazon,29,5,5,4,36,40,28,46.0,1103.0,23.97826086956522,"Fewer than 1,000 EVs",0.725,0.021786522079233137,24,12,"Fewer than 1,000 EVs"
92231,Calexico,578,55,11,17,16,33,0,138.0,1350.0,9.782608695652174,"Fewer than 1,000 EVs",17.515151515151516,0.5263368761461548,523,33,"Fewer than 1,000 EVs"
92232,,13,0,0,0,0,0,0,,,,No location data,,,13,0,"Fewer than 1,000 EVs"
92233,Calipatria,22,5,2,2,8,10,0,10.0,29.0,2.9,"Fewer than 1,000 EVs",2.2,0.06611082561974194,17,10,"Fewer than 1,000 EVs"
92234,Cathedral City,1852,339,13,43,14,57,12,547.0,10991.0,20.09323583180987,Well served,32.49122807017544,0.9763735968721057,1513,45,At or above average
92235,,12,3,0,0,0,0,0,,,,No location data,,,9,0,"Fewer than 1,000 EVs"
92236,Coachella,482,43,2,2,1,3,2,80.0,1629.0,20.3625,"Fewer than 1,000 EVs",160.66666666666666,4.828093628593274,439,1,"Fewer than 1,000 EVs"
92239,,7,1,0,0,0,0,0,0.0,7.0,,"Fewer than 1,000 EVs",,,6,0,"Fewer than 1,000 EVs"
92240,Desert Hot Springs,726,132,8,16,0,16,1,250.0,2801.0,11.204,"Fewer than 1,000 EVs",45.375,1.3635357784071773,594,15,"Fewer than 1,000 EVs"
92241,Desert Hot Springs,171,37,1,7,0,7,0,306.0,4899.0,16.00980392156863,"Fewer than 1,000 EVs",24.428571428571427,0.734087739024407,134,7,"Fewer than 1,000 EVs"
92242,,4,1,0,0,0,0,0,0.0,4.0,,"Fewer than 1,000 EVs",,,3,0,"Fewer than 1,000 EVs"
92243,El Centro,672,93,9,12,70,82,36,144.0,1909.0,13.256944444444445,"Fewer than 1,000 EVs",8.195121951219512,0.2462664901134511,579,46,"Fewer than 1,000 EVs"
92244,,17,5,0,0,0,0,0,,,,No location data,,,12,0,"Fewer than 1,000 EVs"
92246,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92247,,14,4,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
92248,,21,3,0,0,0,0,0,,,,No location data,,,18,0,"Fewer than 1,000 EVs"
92249,Heber,100,6,1,0,20,20,0,138.0,1350.0,9.782608695652174,"Fewer than 1,000 EVs",5.0,0.15025187640850438,94,20,"Fewer than 1,000 EVs"
92250,,56,8,0,0,0,0,0,0.0,56.0,,"Fewer than 1,000 EVs",,,48,0,"Fewer than 1,000 EVs"
92251,Imperial,550,63,5,9,0,9,0,39.0,1231.0,31.56410256410257,"Fewer than 1,000 EVs",61.111111111111114,1.8364118227706092,487,9,"Fewer than 1,000 EVs"
92252,Joshua Tree,208,52,6,16,12,28,0,63.0,750.0,11.904761904761903,"Fewer than 1,000 EVs",7.428571428571429,0.22323135923549223,156,28,"Fewer than 1,000 EVs"
92253,La Quinta,2155,485,14,47,15,62,26,379.0,8692.0,22.934036939313984,Well served,34.75806451612903,1.0444928827752482,1670,36,Below average
92254,,67,7,0,0,0,0,0,1.0,197.0,197.0,"Fewer than 1,000 EVs",,,60,0,"Fewer than 1,000 EVs"
92255,,21,4,0,0,0,0,0,,,,No location data,,,17,0,"Fewer than 1,000 EVs"
92256,,88,22,0,0,0,0,0,12.0,863.0,71.91666666666667,"Fewer than 1,000 EVs",,,66,0,"Fewer than 1,000 EVs"
92257,,17,3,0,0,0,0,0,0.0,17.0,,"Fewer than 1,000 EVs",,,14,0,"Fewer than 1,000 EVs"
92258,,14,1,0,0,0,0,0,271.0,4565.0,16.8450184501845,"Fewer than 1,000 EVs",,,13,0,"Fewer than 1,000 EVs"
92259,,4,1,0,0,0,0,0,0.0,4.0,,"Fewer than 1,000 EVs",,,3,0,"Fewer than 1,000 EVs"
92260,Palm Desert,1462,380,11,41,5,46,31,435.0,12840.0,29.517241379310345,Well served,31.782608695652176,0.9550793187357975,1082,15,At or above average
92261,,17,10,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
92262,Palm Springs,1945,553,91,166,38,204,76,354.0,6343.0,17.918079096045197,Well served,9.534313725490197,0.28650970550445204,1392,128,At or above average
92263,,58,13,0,0,0,0,0,,,,No location data,,,45,0,"Fewer than 1,000 EVs"
92264,Palm Springs,1665,420,14,32,4,36,33,496.0,9781.0,19.719758064516128,Well served,46.25,1.3898298567786656,1245,3,Below average
92266,,0,1,0,0,0,0,0,0.0,0.0,,"Fewer than 1,000 EVs",,,-1,0,"Fewer than 1,000 EVs"
92268,,21,3,0,0,0,0,0,35.0,651.0,18.6,"Fewer than 1,000 EVs",,,18,0,"Fewer than 1,000 EVs"
92270,Rancho Mirage,2123,539,27,53,44,97,48,651.0,9538.0,14.651305683563749,Well served,21.88659793814433,0.6577004816809378,1584,49,At or above average
92273,,9,0,0,0,0,0,0,67.0,1231.0,18.37313432835821,"Fewer than 1,000 EVs",,,9,0,"Fewer than 1,000 EVs"
92274,Thermal,130,21,1,0,1,1,0,1.0,197.0,197.0,"Fewer than 1,000 EVs",130.0,3.906548786621114,109,1,"Fewer than 1,000 EVs"
92275,,5,3,0,0,0,0,0,0.0,5.0,,"Fewer than 1,000 EVs",,,2,0,"Fewer than 1,000 EVs"
92276,,159,47,0,0,0,0,0,595.0,9709.0,16.31764705882353,"Fewer than 1,000 EVs",,,112,0,"Fewer than 1,000 EVs"
92277,Twentynine Palms,342,71,5,4,10,14,8,14.0,342.0,24.428571428571427,"Fewer than 1,000 EVs",24.428571428571427,0.734087739024407,271,6,"Fewer than 1,000 EVs"
92278,,4,1,0,0,0,0,0,14.0,4.0,0.2857142857142857,"Fewer than 1,000 EVs",,,3,0,"Fewer than 1,000 EVs"
92280,,1,0,0,0,0,0,0,0.0,1.0,,"Fewer than 1,000 EVs",,,1,0,"Fewer than 1,000 EVs"
92281,,7,1,0,0,0,0,0,33.0,29.0,0.8787878787878788,"Fewer than 1,000 EVs",,,6,0,"Fewer than 1,000 EVs"
92282,,28,8,0,0,0,0,0,62.0,2830.0,45.645161290322584,"Fewer than 1,000 EVs",,,20,0,"Fewer than 1,000 EVs"
92283,,3,0,0,0,0,0,0,0.0,3.0,,"Fewer than 1,000 EVs",,,3,0,"Fewer than 1,000 EVs"
92284,Yucca Valley,542,114,6,11,24,35,0,57.0,771.0,13.526315789473683,"Fewer than 1,000 EVs",15.485714285714286,0.4653515257909107,428,35,"Fewer than 1,000 EVs"
92285,,41,7,0,0,0,0,0,0.0,41.0,,"Fewer than 1,000 EVs",,,34,0,"Fewer than 1,000 EVs"
92286,,13,2,0,0,0,0,0,,,,No location data,,,11,0,"Fewer than 1,000 EVs"
92301,Adelanto,534,76,1,15,0,15,0,15.0,534.0,35.6,"Fewer than 1,000 EVs",35.6,1.0697933600285512,458,15,"Fewer than 1,000 EVs"
92305,,8,3,0,0,0,0,0,54.0,335.0,6.203703703703703,"Fewer than 1,000 EVs",,,5,0,"Fewer than 1,000 EVs"
92307,Apple Valley,933,209,4,7,0,7,2,30.0,933.0,31.1,"Fewer than 1,000 EVs",133.28571428571428,4.005285733975274,724,5,"Fewer than 1,000 EVs"
92308,Apple Valley,896,189,7,13,6,19,0,64.0,3319.0,51.859375,"Fewer than 1,000 EVs",47.1578947368421,1.4171124343370518,707,19,"Fewer than 1,000 EVs"
92309,Baker,2,1,7,0,164,164,108,164.0,2.0,0.0121951219512195,"Fewer than 1,000 EVs",0.012195121951219513,0.00036646799124025463,1,56,"Fewer than 1,000 EVs"
92310,,96,13,0,0,0,0,0,0.0,96.0,,"Fewer than 1,000 EVs",,,83,0,"Fewer than 1,000 EVs"
92311,Barstow,320,54,17,57,229,286,27,286.0,338.0,1.181818181818182,"Fewer than 1,000 EVs",1.118881118881119,0.033622797517986996,266,259,"Fewer than 1,000 EVs"
92312,,8,3,0,0,0,0,0,,,,No location data,,,5,0,"Fewer than 1,000 EVs"
92313,Grand Terrace,379,82,5,36,2,38,1,1348.0,27703.0,20.551186943620177,"Fewer than 1,000 EVs",9.973684210526315,0.29971295346749033,297,37,"Fewer than 1,000 EVs"
92314,,135,28,0,0,0,0,0,54.0,329.0,6.092592592592593,"Fewer than 1,000 EVs",,,107,0,"Fewer than 1,000 EVs"
92315,Big Bear Lake,132,28,12,32,22,54,0,54.0,489.0,9.055555555555555,"Fewer than 1,000 EVs",2.4444444444444446,0.07345647291082437,104,54,"Fewer than 1,000 EVs"
92316,Bloomington,442,65,5,6,0,6,0,1168.0,26991.0,23.108732876712327,"Fewer than 1,000 EVs",73.66666666666667,2.213710979085298,377,6,"Fewer than 1,000 EVs"
92317,Blue Jay,87,17,1,0,1,1,0,292.0,3978.0,13.623287671232877,"Fewer than 1,000 EVs",87.0,2.6143826495079763,70,1,"Fewer than 1,000 EVs"
92318,,3,0,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
92320,Calimesa,450,74,2,7,12,19,7,200.0,11351.0,56.755,"Fewer than 1,000 EVs",23.68421052631579,0.7117194145665998,376,12,"Fewer than 1,000 EVs"
92321,,29,13,0,0,0,0,0,216.0,3561.0,16.48611111111111,"Fewer than 1,000 EVs",,,16,0,"Fewer than 1,000 EVs"
92322,,18,7,0,0,0,0,0,261.0,6186.0,23.701149425287355,"Fewer than 1,000 EVs",,,11,0,"Fewer than 1,000 EVs"
92324,Colton,1092,239,10,35,47,82,6,1314.0,22263.0,16.942922374429223,Well served,13.317073170731707,0.400183046434358,853,76,At or above average
92325,Crestline,236,62,1,1,0,1,0,334.0,8766.0,26.24550898203593,"Fewer than 1,000 EVs",236.0,7.091888566481407,174,1,"Fewer than 1,000 EVs"
92327,,1,0,0,0,0,0,0,204.0,19.0,0.0931372549019607,"Fewer than 1,000 EVs",,,1,0,"Fewer than 1,000 EVs"
92328,Death Valley,3,1,1,2,0,2,2,2.0,3.0,1.5,"Fewer than 1,000 EVs",1.5,0.04507556292255131,2,0,"Fewer than 1,000 EVs"
92329,,43,10,0,0,0,0,0,,,,No location data,,,33,0,"Fewer than 1,000 EVs"
92331,,20,2,0,0,0,0,0,,,,No location data,,,18,0,"Fewer than 1,000 EVs"
92332,Essex,0,0,2,1,4,5,1,5.0,0.0,0.0,"Fewer than 1,000 EVs",0.0,0.0,0,4,"Fewer than 1,000 EVs"
92333,,19,4,0,0,0,0,0,54.0,481.0,8.907407407407407,"Fewer than 1,000 EVs",,,15,0,"Fewer than 1,000 EVs"
92334,,10,4,0,0,0,0,0,,,,No location data,,,6,0,"Fewer than 1,000 EVs"
92335,Fontana,1363,244,26,44,0,44,6,948.0,34695.0,36.598101265822784,Well served,30.977272727272727,0.9308786706581431,1119,38,At or above average
92336,Fontana,6889,1135,6,7,31,38,24,512.0,29988.0,58.5703125,Locally sparse - chargers nearby,181.28947368421052,5.447816718832562,5754,14,Severely underserved (>3x state avg)
92337,Fontana,1093,225,3,8,0,8,1,979.0,43955.0,44.89785495403473,Locally sparse - chargers nearby,136.625,4.105632522862383,868,7,Severely underserved (>3x state avg)
92339,,25,13,0,0,0,0,0,1.0,2635.0,2635.0,"Fewer than 1,000 EVs",,,12,0,"Fewer than 1,000 EVs"
92340,,13,1,0,0,0,0,0,,,,No location data,,,12,0,"Fewer than 1,000 EVs"
92341,,13,1,0,0,0,0,0,77.0,720.0,9.35064935064935,"Fewer than 1,000 EVs",,,12,0,"Fewer than 1,000 EVs"
92342,,204,47,0,0,0,0,0,0.0,217.0,,"Fewer than 1,000 EVs",,,157,0,"Fewer than 1,000 EVs"
92344,,787,124,0,0,0,0,0,136.0,5040.0,37.05882352941177,"Fewer than 1,000 EVs",,,663,0,"Fewer than 1,000 EVs"
92345,Hesperia,1417,235,13,17,64,81,30,162.0,6203.0,38.29012345679013,Well served,17.493827160493826,0.5256960712860511,1182,51,At or above average
92346,Highland,1891,410,24,38,19,57,8,845.0,11500.0,13.6094674556213,Well served,33.175438596491226,0.9969343799595852,1481,49,At or above average
92347,,7,3,0,0,0,0,0,0.0,7.0,,"Fewer than 1,000 EVs",,,4,0,"Fewer than 1,000 EVs"
92348,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
92350,,9,6,0,0,0,0,0,1237.0,18312.0,14.803556992724332,"Fewer than 1,000 EVs",,,3,0,"Fewer than 1,000 EVs"
92352,Lake Arrowhead,221,49,4,4,12,16,2,198.0,4996.0,25.232323232323232,"Fewer than 1,000 EVs",13.8125,0.4150708085784934,172,14,"Fewer than 1,000 EVs"
92354,Loma Linda,1164,258,24,44,4,48,3,1223.0,18312.0,14.973017170891252,Well served,24.25,0.7287216005812462,906,45,At or above average
92356,Lucerne Valley,57,15,2,3,0,3,2,3.0,57.0,19.0,"Fewer than 1,000 EVs",19.0,0.5709571303523167,42,1,"Fewer than 1,000 EVs"
92357,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92358,,32,9,0,0,0,0,0,68.0,17649.0,259.54411764705884,"Fewer than 1,000 EVs",,,23,0,"Fewer than 1,000 EVs"
92359,,234,41,0,0,0,0,0,199.0,8335.0,41.88442211055276,"Fewer than 1,000 EVs",,,193,0,"Fewer than 1,000 EVs"
92363,Needles,29,5,5,0,34,34,8,34.0,29.0,0.8529411764705882,"Fewer than 1,000 EVs",0.8529411764705882,0.02563120244615663,24,26,"Fewer than 1,000 EVs"
92364,Nipton,0,0,3,2,4,6,0,6.0,0.0,0.0,"Fewer than 1,000 EVs",0.0,0.0,0,6,"Fewer than 1,000 EVs"
92365,,24,3,0,0,0,0,0,0.0,24.0,,"Fewer than 1,000 EVs",,,21,0,"Fewer than 1,000 EVs"
92367,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
92368,,13,4,0,0,0,0,0,76.0,1078.0,14.18421052631579,"Fewer than 1,000 EVs",,,9,0,"Fewer than 1,000 EVs"
92369,,9,3,0,0,0,0,0,930.0,13310.0,14.311827956989248,"Fewer than 1,000 EVs",,,6,0,"Fewer than 1,000 EVs"
92371,,248,57,0,0,0,0,0,36.0,2916.0,81.0,"Fewer than 1,000 EVs",,,191,0,"Fewer than 1,000 EVs"
92372,,128,30,0,0,0,0,0,1.0,573.0,573.0,"Fewer than 1,000 EVs",,,98,0,"Fewer than 1,000 EVs"
92373,Redlands,2074,628,4,8,4,12,4,795.0,18807.0,23.656603773584905,Locally sparse - chargers nearby,172.83333333333334,5.193706527853968,1446,8,Severely underserved (>3x state avg)
92374,Redlands,1861,361,29,56,63,119,11,892.0,14855.0,16.65358744394619,Well served,15.638655462184873,0.4699474655398767,1500,108,At or above average
92375,,25,7,0,0,0,0,0,,,,No location data,,,18,0,"Fewer than 1,000 EVs"
92376,Rialto,1413,211,9,23,14,37,0,1072.0,27581.0,25.728544776119403,Well served,38.189189189189186,1.147599466839009,1202,37,Below average
92377,Rialto,825,175,2,4,0,4,0,804.0,22747.0,28.29228855721393,"Fewer than 1,000 EVs",206.25,6.197889901850806,650,4,"Fewer than 1,000 EVs"
92378,,13,2,0,0,0,0,0,435.0,6537.0,15.027586206896553,"Fewer than 1,000 EVs",,,11,0,"Fewer than 1,000 EVs"
92382,,147,34,0,0,0,0,0,214.0,3946.0,18.439252336448597,"Fewer than 1,000 EVs",,,113,0,"Fewer than 1,000 EVs"
92384,Shoshone,1,0,2,3,6,9,0,9.0,1.0,0.1111111111111111,"Fewer than 1,000 EVs",0.1111111111111111,0.003338930586855653,1,9,"Fewer than 1,000 EVs"
92385,Skyforest,19,2,1,39,0,39,0,574.0,6891.0,12.005226480836235,"Fewer than 1,000 EVs",0.48717948717948717,0.014639926419290171,17,39,"Fewer than 1,000 EVs"
92386,,35,7,0,0,0,0,0,54.0,329.0,6.092592592592593,"Fewer than 1,000 EVs",,,28,0,"Fewer than 1,000 EVs"
92391,,40,15,0,0,0,0,0,400.0,7954.0,19.885,"Fewer than 1,000 EVs",,,25,0,"Fewer than 1,000 EVs"
92392,Victorville,1582,247,10,15,21,36,12,224.0,5901.0,26.34375,Well served,43.94444444444444,1.3205470471014107,1335,24,Below average
92393,,31,3,0,0,0,0,0,,,,No location data,,,28,0,"Fewer than 1,000 EVs"
92394,Victorville,861,127,7,4,30,34,2,221.0,3462.0,15.665158371040723,"Fewer than 1,000 EVs",25.323529411764707,0.7609815622807193,734,32,"Fewer than 1,000 EVs"
92395,Victorville,1006,201,18,27,31,58,4,242.0,6549.0,27.06198347107438,Well served,17.344827586206897,0.5212185781619152,805,54,At or above average
92397,Wrightwood,171,46,1,1,0,1,0,1.0,591.0,591.0,"Fewer than 1,000 EVs",171.0,5.13861417317085,125,1,"Fewer than 1,000 EVs"
92398,Yermo,18,3,5,2,64,66,24,66.0,339.0,5.136363636363637,"Fewer than 1,000 EVs",0.2727272727272727,0.00819555689500933,15,42,"Fewer than 1,000 EVs"
92399,Yucaipa,1669,390,6,13,0,13,1,93.0,9482.0,101.95698924731182,Isolated - underserved by both measures,128.3846153846154,3.8580058727045206,1279,12,Severely underserved (>3x state avg)
92401,San Bernardino,17,4,6,10,0,10,0,1107.0,26167.0,23.63775971093044,"Fewer than 1,000 EVs",1.7,0.05108563797889149,13,10,"Fewer than 1,000 EVs"
92402,San Bernardino,4,1,1,0,2,2,0,,,,No location data,2.0,0.06010075056340176,3,2,"Fewer than 1,000 EVs"
92404,San Bernardino,856,201,17,120,0,120,0,889.0,12150.0,13.667041619797525,"Fewer than 1,000 EVs",7.133333333333334,0.21435934367613294,655,120,"Fewer than 1,000 EVs"
