zip,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,city,latitude,longitude,ports_within_radius,evs_within_radius,evs_per_port_in_zip,evs_per_port_nearby,access_class
93526,10,4,0,0,0,0,0,,36.85941,-118.25378,2.0,10,,5.0,"Fewer than 1,000 EVs"
93527,26,6,8,6,25,31,7,Inyokern,35.80294,-117.98504,31.0,31,0.8387096774193549,1.0,"Fewer than 1,000 EVs"
93528,1,0,0,0,0,0,0,,35.37194,-117.64193,0.0,1,,,"Fewer than 1,000 EVs"
93529,13,1,0,0,0,0,0,,37.7832,-119.1375,0.0,13,,,"Fewer than 1,000 EVs"
93530,1,0,0,0,0,0,0,,36.48458,-117.87201,0.0,1,,,"Fewer than 1,000 EVs"
93531,28,4,0,0,0,0,0,,35.22937,-118.60781,0.0,801,,,"Fewer than 1,000 EVs"
93532,91,31,0,0,0,0,0,,34.68571,-118.55914,0.0,91,,,"Fewer than 1,000 EVs"
93534,761,158,22,43,25,68,16,Lancaster,34.71759,-118.15079,251.0,3696,11.191176470588236,14.725099601593625,"Fewer than 1,000 EVs"
93535,1351,253,16,36,8,44,19,Lancaster,34.69908,-117.89613,44.0,1428,30.704545454545453,32.45454545454545,Well served
93536,2628,572,11,29,10,39,0,Lancaster,34.75267,-118.3889,39.0,3085,67.38461538461539,79.1025641025641,Isolated - underserved by both measures
93541,15,3,1,0,6,6,0,Lee Vining,37.99678,-119.01847,6.0,15,2.5,2.5,"Fewer than 1,000 EVs"
93543,199,36,2,2,0,2,0,Littlerock,34.47916,-117.97357,31.0,2725,99.5,87.90322580645162,"Fewer than 1,000 EVs"
93544,26,6,0,0,0,0,0,,34.49063,-117.75505,0.0,455,,,"Fewer than 1,000 EVs"
93545,38,9,1,0,16,16,16,Lone Pine,36.6046,-118.02721,16.0,38,2.375,2.375,"Fewer than 1,000 EVs"
93546,207,54,8,22,26,48,26,Mammoth Lakes,37.60573,-118.85219,48.0,207,4.3125,4.3125,"Fewer than 1,000 EVs"
93549,2,0,3,0,23,23,4,Olancha,36.27728,-117.96016,23.0,2,0.08695652173913043,0.08695652173913043,"Fewer than 1,000 EVs"
93550,1362,240,8,36,2,38,4,Palmdale,34.38305,-118.04926,38.0,1612,35.8421052631579,42.421052631578945,Well served
93551,2935,660,18,22,54,76,34,Palmdale,34.59404,-118.22634,268.0,4059,38.61842105263158,15.145522388059701,Well served
93552,1113,207,2,2,0,2,0,Palmdale,34.58412,-118.02386,207.0,1312,556.5,6.338164251207729,Locally sparse - chargers nearby
93553,51,17,0,0,0,0,0,,34.44515,-117.89611,2.0,1640,,820.0,"Fewer than 1,000 EVs"
93554,0,1,0,0,0,0,0,,35.36914,-117.75876,0.0,1,,,"Fewer than 1,000 EVs"
93555,536,148,6,8,17,25,0,Ridgecrest,35.58596,-117.68446,52.0,536,21.44,10.307692307692308,"Fewer than 1,000 EVs"
93560,457,95,2,14,0,14,0,Rosamond,34.87116,-118.32594,14.0,3085,32.642857142857146,220.35714285714286,"Fewer than 1,000 EVs"
93561,754,173,15,37,22,59,4,Tehachapi,35.10904,-118.52016,59.0,801,12.779661016949152,13.576271186440678,"Fewer than 1,000 EVs"
93562,9,6,2,10,4,14,0,Searles Valley,35.70667,-117.34263,14.0,9,0.6428571428571429,0.6428571428571429,"Fewer than 1,000 EVs"
93563,2,0,0,0,0,0,0,,34.38662,-117.83646,0.0,250,,,"Fewer than 1,000 EVs"
93581,19,7,0,0,0,0,0,,35.11288,-118.57035,59.0,801,,13.576271186440678,"Fewer than 1,000 EVs"
93591,77,18,0,0,0,0,0,,34.59656,-117.80955,2.0,1454,,727.0,"Fewer than 1,000 EVs"
93601,33,8,1,10,0,10,10,Ahwahnee,37.39395,-119.73702,59.0,173,3.3,2.9322033898305087,"Fewer than 1,000 EVs"
93602,48,14,0,0,0,0,0,,37.0644,-119.37484,2.0,113,,56.5,"Fewer than 1,000 EVs"
93603,2,1,0,0,0,0,0,,36.55118,-118.99607,0.0,98,,,"Fewer than 1,000 EVs"
93604,12,7,0,0,0,0,0,,37.3717,-119.52215,59.0,205,,3.4745762711864407,"Fewer than 1,000 EVs"
93605,16,4,0,0,0,0,0,,37.17622,-119.24953,0.0,36,,,"Fewer than 1,000 EVs"
93606,3,2,0,0,0,0,0,,36.79871,-120.01625,117.0,2665,,22.77777777777778,"Fewer than 1,000 EVs"
93608,5,0,0,0,0,0,0,,36.5055,-120.3418,0.0,5,,,"Fewer than 1,000 EVs"
93609,78,22,0,0,0,0,0,,36.52616,-119.86388,0.0,813,,,"Fewer than 1,000 EVs"
93610,298,63,7,3,23,26,3,Chowchilla,37.09047,-120.29036,26.0,298,11.461538461538462,11.461538461538462,"Fewer than 1,000 EVs"
93611,1577,473,12,21,0,21,4,Clovis,36.82552,-119.68115,503.0,15600,75.0952380952381,31.013916500994036,Locally sparse - chargers nearby
93612,524,143,17,65,30,95,17,Clovis,36.81548,-119.71076,535.0,13931,5.515789473684211,26.039252336448598,"Fewer than 1,000 EVs"
93614,258,88,4,26,0,26,18,Coarsegold,37.21282,-119.72659,62.0,265,9.923076923076923,4.274193548387097,"Fewer than 1,000 EVs"
93615,26,3,0,0,0,0,0,,36.50374,-119.28385,14.0,2961,,211.5,"Fewer than 1,000 EVs"
93616,34,7,1,2,0,2,0,Del Rey,36.65468,-119.59437,90.0,3437,17.0,38.18888888888889,"Fewer than 1,000 EVs"
93618,328,50,3,7,0,7,0,Dinuba,36.52213,-119.38661,40.0,2855,46.857142857142854,71.375,"Fewer than 1,000 EVs"
93619,3397,817,0,0,0,0,0,,36.91656,-119.57372,75.0,5006,,66.74666666666667,Isolated - underserved by both measures
93620,105,22,0,0,0,0,0,,37.0448,-120.6223,0.0,112,,,"Fewer than 1,000 EVs"
93621,8,1,0,0,0,0,0,,36.8067,-119.13602,0.0,56,,,"Fewer than 1,000 EVs"
93622,118,23,7,3,78,81,63,Firebaugh,36.79283,-120.62434,81.0,118,1.4567901234567902,1.4567901234567902,"Fewer than 1,000 EVs"
93623,2,0,3,4,8,12,10,Fish Camp,37.47478,-119.66071,79.0,173,0.16666666666666666,2.189873417721519,"Fewer than 1,000 EVs"
93624,2,1,0,0,0,0,0,,36.37258,-120.12125,0.0,4,,,"Fewer than 1,000 EVs"
93625,230,40,4,11,0,11,1,Fowler,36.62423,-119.67173,113.0,3935,20.90909090909091,34.823008849557525,"Fewer than 1,000 EVs"
93626,181,44,0,0,0,0,0,,37.03278,-119.68601,4.0,1485,,371.25,"Fewer than 1,000 EVs"
93627,2,0,0,0,0,0,0,,36.51568,-120.10635,1.0,29,,29.0,"Fewer than 1,000 EVs"
93628,3,0,0,0,0,0,0,,36.78149,-118.83839,0.0,3,,,"Fewer than 1,000 EVs"
93630,263,51,10,15,0,15,7,Kerman,36.71831,-120.12912,16.0,298,17.533333333333335,18.625,"Fewer than 1,000 EVs"
93631,350,86,2,3,0,3,3,Kingsburg,36.47653,-119.52131,62.0,1134,116.66666666666667,18.29032258064516,"Fewer than 1,000 EVs"
93635,1055,213,9,21,16,37,14,Los Banos,37.016,-120.88294,106.0,1055,28.513513513513512,9.952830188679245,Well served
93636,1147,131,1,2,0,2,0,Madera,36.98171,-119.87706,86.0,2909,573.5,33.825581395348834,Locally sparse - chargers nearby
93637,653,127,9,8,42,50,20,Madera,36.91099,-120.1922,58.0,653,13.06,11.258620689655173,"Fewer than 1,000 EVs"
93638,497,89,12,15,11,26,6,Madera,37.0424,-120.03816,60.0,1644,19.115384615384617,27.4,"Fewer than 1,000 EVs"
93640,82,24,9,14,0,14,1,Mendota,36.67215,-120.43778,14.0,89,5.857142857142857,6.357142857142857,"Fewer than 1,000 EVs"
93641,6,1,0,0,0,0,0,,36.70481,-119.02167,0.0,56,,,"Fewer than 1,000 EVs"
93643,54,20,0,0,0,0,0,,37.27155,-119.45004,0.0,67,,,"Fewer than 1,000 EVs"
93644,138,30,12,15,22,37,9,Oakhurst,37.41245,-119.59431,85.0,186,3.72972972972973,2.1882352941176473,"Fewer than 1,000 EVs"
93645,7,0,1,0,2,2,0,O'Neals,37.1641,-119.61824,28.0,447,3.5,15.964285714285714,"Fewer than 1,000 EVs"
93646,52,6,2,3,0,3,1,Orange Cove,36.63218,-119.28938,17.0,952,17.333333333333332,56.0,"Fewer than 1,000 EVs"
93647,76,13,1,4,0,4,0,Orosi,36.58449,-119.17773,7.0,254,19.0,36.285714285714285,"Fewer than 1,000 EVs"
93648,114,15,4,7,0,7,1,Parlier,36.6206,-119.52062,65.0,1490,16.285714285714285,22.923076923076923,"Fewer than 1,000 EVs"
93650,59,22,4,5,4,9,4,Fresno,36.84026,-119.80038,594.0,14223,6.555555555555555,23.944444444444443,"Fewer than 1,000 EVs"
93651,32,14,1,2,0,2,0,Prather,37.00296,-119.521,2.0,3658,16.0,1829.0,"Fewer than 1,000 EVs"
93652,3,1,0,0,0,0,0,,36.59502,-119.90458,0.0,745,,,"Fewer than 1,000 EVs"
93653,22,14,0,0,0,0,0,,37.24769,-119.91882,0.0,22,,,"Fewer than 1,000 EVs"
93654,425,103,2,3,0,3,3,Reedley,36.65747,-119.402,31.0,1553,141.66666666666666,50.096774193548384,"Fewer than 1,000 EVs"
93656,44,8,0,0,0,0,0,,36.45173,-119.93615,0.0,127,,,"Fewer than 1,000 EVs"
93657,631,141,4,11,0,11,2,Sanger,36.78853,-119.4378,11.0,1056,57.36363636363637,96.0,"Fewer than 1,000 EVs"
93660,25,8,1,1,0,1,1,San Joaquin,36.60932,-120.16514,6.0,297,25.0,49.5,"Fewer than 1,000 EVs"
93662,337,70,7,4,22,26,6,Selma,36.53963,-119.64287,45.0,1430,12.961538461538462,31.77777777777778,"Fewer than 1,000 EVs"
93664,20,8,0,0,0,0,0,,37.05671,-119.17981,0.0,69,,,"Fewer than 1,000 EVs"
93666,3,1,0,0,0,0,0,,36.54623,-119.33629,21.0,911,,43.38095238095238,"Fewer than 1,000 EVs"
93667,33,9,0,0,0,0,0,,36.96585,-119.31511,0.0,101,,,"Fewer than 1,000 EVs"
93668,7,2,0,0,0,0,0,,36.65663,-120.28997,15.0,377,,25.133333333333333,"Fewer than 1,000 EVs"
93669,1,0,0,0,0,0,0,,37.28334,-119.54297,59.0,212,,3.593220338983051,"Fewer than 1,000 EVs"
93670,1,0,0,0,0,0,0,,36.48564,-119.25442,48.0,3005,,62.604166666666664,"Fewer than 1,000 EVs"
93673,5,1,2,2,18,20,16,Madera,36.45229,-119.48232,55.0,2349,0.25,42.70909090909091,"Fewer than 1,000 EVs"
93675,42,13,0,0,0,0,0,,36.73251,-119.19285,0.0,108,,,"Fewer than 1,000 EVs"
93701,68,24,0,0,0,0,0,,36.74955,-119.78772,575.0,14001,,24.349565217391305,"Fewer than 1,000 EVs"
93702,324,71,1,0,6,6,0,Fresno,36.73942,-119.75422,541.0,13237,54.0,24.46765249537893,"Fewer than 1,000 EVs"
93703,248,50,6,15,0,15,0,Fresno,36.76884,-119.76249,578.0,14272,16.533333333333335,24.69204152249135,"Fewer than 1,000 EVs"
93704,666,232,20,20,0,20,0,Fresno,36.80012,-119.80202,594.0,14602,33.3,24.58249158249158,"Fewer than 1,000 EVs"
93705,364,94,0,0,0,0,0,,36.78667,-119.82851,594.0,14223,,23.944444444444443,"Fewer than 1,000 EVs"
93706,323,75,3,0,4,4,3,Fresno,36.65344,-119.90216,91.0,1868,80.75,20.52747252747253,"Fewer than 1,000 EVs"
93710,539,131,13,16,41,57,9,Fresno,36.82335,-119.76251,574.0,13931,9.456140350877194,24.270034843205575,"Fewer than 1,000 EVs"
93711,1458,427,7,23,3,26,6,Fresno,36.83508,-119.83309,594.0,14223,56.07692307692308,23.944444444444443,Well served
93720,1938,578,31,73,47,120,8,Fresno,36.8606,-119.76228,569.0,13931,16.15,24.483304042179263,Well served
93721,174,58,26,38,8,46,6,Fresno,36.73282,-119.78383,572.0,13560,3.782608695652174,23.706293706293707,"Fewer than 1,000 EVs"
93722,1728,410,24,13,53,66,26,Fresno,36.80003,-119.87791,525.0,10647,26.181818181818183,20.28,Well served
93723,671,93,0,0,0,0,0,,36.78693,-119.95271,260.0,5550,,21.346153846153847,"Fewer than 1,000 EVs"
93725,341,56,0,0,0,0,0,,36.62667,-119.73501,149.0,4162,,27.93288590604027,"Fewer than 1,000 EVs"
93726,405,104,8,18,0,18,0,Fresno,36.79374,-119.76161,574.0,13931,22.5,24.270034843205575,"Fewer than 1,000 EVs"
93727,2002,344,15,17,26,43,5,Fresno,36.75119,-119.69736,529.0,11543,46.55813953488372,21.820415879017013,Well served
93728,210,50,9,8,4,12,0,Fresno,36.75729,-119.81816,589.0,13660,17.5,23.191850594227503,"Fewer than 1,000 EVs"
93730,1265,341,3,3,0,3,0,Fresno,36.90354,-119.75512,458.0,12102,421.6666666666667,26.4235807860262,Locally sparse - chargers nearby
93737,379,67,0,0,0,0,0,,36.75358,-119.6456,440.0,9321,,21.18409090909091,"Fewer than 1,000 EVs"
93740,3,1,7,7,0,7,0,Fresno,36.81638,-119.74613,574.0,13931,0.42857142857142855,24.270034843205575,"Fewer than 1,000 EVs"
93901,601,170,20,39,29,68,8,Salinas,36.64794,-121.63044,190.0,5980,8.838235294117647,31.473684210526315,"Fewer than 1,000 EVs"
93905,562,106,8,8,8,16,0,Salinas,36.6849,-121.60562,166.0,5098,35.125,30.710843373493976,"Fewer than 1,000 EVs"
93906,1045,184,15,24,28,52,18,Salinas,36.72258,-121.63218,198.0,5544,20.096153846153847,28.0,Well served
93907,681,197,6,10,6,16,12,Salinas,36.76643,-121.66816,192.0,4911,42.5625,25.578125,"Fewer than 1,000 EVs"
93908,851,214,5,9,0,9,3,Salinas,36.62153,-121.60048,157.0,3097,94.55555555555556,19.726114649681527,"Fewer than 1,000 EVs"
93920,30,8,4,9,8,17,17,Big Sur,36.03164,-121.52592,17.0,34,1.7647058823529411,2.0,"Fewer than 1,000 EVs"
93921,217,105,4,12,0,12,7,Carmel-by-the-Sea,36.55359,-121.92259,281.0,4152,18.083333333333332,14.775800711743772,"Fewer than 1,000 EVs"
93923,1275,442,19,48,0,48,17,Carmel-by-the-Sea,36.40394,-121.79867,48.0,3507,26.5625,73.0625,Locally fine - crowded region
93924,616,216,3,9,0,9,7,Carmel Valley,36.39489,-121.63406,9.0,1891,68.44444444444444,210.11111111111111,"Fewer than 1,000 EVs"
93925,17,2,0,0,0,0,0,,36.60209,-121.42526,20.0,968,,48.4,"Fewer than 1,000 EVs"
93926,100,18,1,18,0,18,0,Gonzales,36.52567,-121.3991,50.0,395,5.555555555555555,7.9,"Fewer than 1,000 EVs"
93927,163,25,1,0,12,12,12,Greenfield,36.26978,-121.38018,12.0,441,13.583333333333334,36.75,"Fewer than 1,000 EVs"
93928,4,3,0,0,0,0,0,,36.06484,-121.38102,0.0,34,,,"Fewer than 1,000 EVs"
93930,189,43,6,2,23,25,2,King City,36.19924,-121.07282,25.0,191,7.56,7.64,"Fewer than 1,000 EVs"
93932,11,4,0,0,0,0,0,,36.00143,-121.05757,12.0,11,,0.9166666666666666,"Fewer than 1,000 EVs"
93933,1337,292,36,58,24,82,17,Marina,36.67566,-121.78237,387.0,6216,16.304878048780488,16.06201550387597,Well served
93940,1616,502,24,35,20,55,31,Monterey,36.45294,-121.8498,112.0,3108,29.381818181818183,27.75,Well served
93943,2,0,0,0,0,0,0,,36.59736,-121.87332,321.0,3873,,12.065420560747663,"Fewer than 1,000 EVs"
93944,12,2,0,0,0,0,0,,36.60058,-121.91858,305.0,3873,,12.698360655737705,"Fewer than 1,000 EVs"
93950,874,252,16,23,18,41,5,Pacific Grove,36.61899,-121.92575,295.0,3873,21.317073170731707,13.128813559322033,"Fewer than 1,000 EVs"
93953,549,194,7,15,2,17,14,Del Monte Forest,36.58566,-121.94329,287.0,2536,32.294117647058826,8.83623693379791,"Fewer than 1,000 EVs"
93954,2,0,0,0,0,0,0,,36.16434,-120.92441,0.0,195,,,"Fewer than 1,000 EVs"
93955,882,203,15,22,28,50,14,Sand City,36.62153,-121.79562,380.0,4495,17.64,11.828947368421053,"Fewer than 1,000 EVs"
93960,278,43,6,6,24,30,4,Soledad,36.40489,-121.32121,60.0,541,9.266666666666667,9.016666666666667,"Fewer than 1,000 EVs"
93962,21,6,0,0,0,0,0,,36.62472,-121.64649,237.0,5980,,25.23206751054852,"Fewer than 1,000 EVs"
94002,3809,1371,4,5,7,12,4,Belmont,37.51366,-122.29853,2815.0,55266,317.4166666666667,19.632682060390763,Locally sparse - chargers nearby
94005,521,210,43,130,0,130,2,Brisbane,37.6882,-122.40873,2899.0,87240,4.007692307692308,30.09313556398758,"Fewer than 1,000 EVs"
94010,6335,2335,145,260,40,300,12,Burlingame,37.57306,-122.37828,2542.0,54732,21.116666666666667,21.531077891424076,Well served
94014,2262,453,8,21,27,48,21,Daly City,37.6907,-122.44769,2679.0,79502,47.125,29.67599850690556,Well served
94015,3489,788,11,14,46,60,45,Daly City,37.68121,-122.48074,2541.0,79393,58.15,31.244785517512792,Well served
94018,296,112,2,3,0,3,0,El Granada,37.50603,-122.47321,1308.0,29815,98.66666666666667,22.79434250764526,"Fewer than 1,000 EVs"
94019,1271,546,11,23,12,35,20,Half Moon Bay,37.44826,-122.4023,1086.0,33554,36.31428571428572,30.896869244935544,Well served
94020,127,55,0,0,0,0,0,,37.28473,-122.21969,555.0,36259,,65.33153153153152,"Fewer than 1,000 EVs"
94021,7,8,0,0,0,0,0,,37.25028,-122.24958,16.0,6714,,419.625,"Fewer than 1,000 EVs"
94022,4522,2107,32,163,41,204,123,Los Altos Hills,37.35534,-122.14494,3755.0,101421,22.166666666666668,27.00958721704394,Well served
94024,5048,2184,4,30,4,34,30,Los Altos,37.35037,-122.09863,4776.0,111910,148.47058823529412,23.43174204355109,Locally sparse - chargers nearby
94025,6405,2611,309,574,49,623,84,Menlo Park,37.45087,-122.1829,3472.0,88144,10.280898876404494,25.387096774193548,Well served
94027,1578,778,3,6,0,6,2,Atherton,37.45399,-122.20313,3285.0,83912,263.0,25.543987823439878,Locally sparse - chargers nearby
94028,1527,714,5,8,12,20,2,Portola Valley,37.37492,-122.21136,2796.0,78848,76.35,28.200286123032903,Locally sparse - chargers nearby
94030,2461,765,29,48,15,63,12,Millbrae,37.59969,-122.40343,2506.0,60685,39.06349206349206,24.21588188347965,Well served
94037,328,131,0,0,0,0,0,,37.55327,-122.49584,1606.0,35082,,21.844333748443336,"Fewer than 1,000 EVs"
94038,249,104,1,1,0,1,1,Moss Beach,37.52946,-122.4849,1276.0,33617,249.0,26.345611285266457,"Fewer than 1,000 EVs"
94040,4859,1641,27,93,52,145,45,Mountain View,37.38034,-122.08531,5045.0,124904,33.51034482758621,24.757978196233896,Well served
94041,2029,711,3,24,0,24,0,Mountain View,37.38822,-122.07529,5327.0,127989,84.54166666666667,24.02646893185658,Locally sparse - chargers nearby
94043,7047,1596,103,213,26,239,14,Mountain View,37.41188,-122.06892,5450.0,136056,29.485355648535563,24.96440366972477,Well served
94044,2800,929,4,3,12,15,0,Pacifica,37.60544,-122.47993,1869.0,50256,186.66666666666666,26.8892455858748,Locally sparse - chargers nearby
94060,46,18,0,0,0,0,0,,37.22297,-122.33572,0.0,194,,,"Fewer than 1,000 EVs"
94061,2966,1090,15,26,12,38,4,Redwood City,37.46136,-122.23731,3102.0,70579,78.05263157894737,22.752740167633785,Locally sparse - chargers nearby
94062,4175,1786,18,44,2,46,5,Redwood City,37.42562,-122.29653,2680.0,61711,90.76086956521739,23.026492537313434,Locally sparse - chargers nearby
94063,1823,649,102,235,4,239,57,Redwood City,37.49367,-122.20823,3304.0,69289,7.627615062761507,20.971246973365616,Well served
94065,1897,803,62,115,2,117,43,Redwood City,37.53504,-122.24683,3038.0,64590,16.213675213675213,21.260697827518104,Well served
94066,2820,758,28,64,56,120,6,San Bruno,37.62539,-122.43229,2528.0,69822,23.5,27.619462025316455,Well served
94070,4682,1806,21,31,29,60,30,San Carlos,37.49739,-122.27021,2966.0,65345,78.03333333333333,22.031355360755224,Locally sparse - chargers nearby
94074,14,4,0,0,0,0,0,,37.32817,-122.34164,77.0,7167,,93.07792207792208,"Fewer than 1,000 EVs"
94080,7611,1025,199,417,98,515,81,South San Francisco,37.65541,-122.42083,2994.0,81708,14.77864077669903,27.29058116232465,Well served
94085,2865,842,24,70,3,73,31,Sunnyvale,37.38862,-122.01793,5781.0,153634,39.24657534246575,26.575678948278846,Well served
94086,5406,1640,111,206,19,225,30,Sunnyvale,37.37164,-122.02316,5477.0,159481,24.026666666666667,29.118312945042906,Well served
94087,7534,2723,26,90,46,136,38,Sunnyvale,37.35164,-122.03669,5422.0,134463,55.39705882352941,24.799520472150498,Well served
94089,2196,702,22,33,22,55,11,Sunnyvale,37.41192,-122.01441,5825.0,157524,39.92727272727273,27.04274678111588,Well served
94102,882,292,22,50,12,62,23,San Francisco,37.77956,-122.41931,3141.0,82479,14.225806451612904,26.25883476599809,"Fewer than 1,000 EVs"
94103,1538,476,59,110,89,199,22,San Francisco,37.77299,-122.41136,3181.0,86567,7.728643216080402,27.213769254951274,Well served
94104,136,56,7,26,0,26,10,San Francisco,37.79144,-122.40211,3143.0,95162,5.230769230769231,30.277441934457524,"Fewer than 1,000 EVs"
94105,1367,563,60,94,6,100,25,San Francisco,37.79239,-122.39707,3183.0,96267,13.67,30.24410933081998,Well served
94107,3025,910,37,68,26,94,27,San Francisco,37.76473,-122.39508,3241.0,90509,32.180851063829785,27.92625732798519,Well served
94108,314,116,26,60,0,60,28,San Francisco,37.79189,-122.40854,3127.0,93247,5.233333333333333,29.81995522865366,"Fewer than 1,000 EVs"
94109,1921,604,20,38,2,40,10,San Francisco,37.79334,-122.42138,3059.0,88449,48.025,28.914351095129128,Well served
94110,3556,1238,7,11,3,14,5,San Francisco,37.74975,-122.41528,3233.0,82697,254.0,25.57902876585215,Locally sparse - chargers nearby
94111,315,104,35,86,8,94,49,San Francisco,37.79847,-122.3998,3055.0,96820,3.351063829787234,31.692307692307693,"Fewer than 1,000 EVs"
94112,3882,945,6,19,0,19,7,San Francisco,37.7206,-122.44311,2499.0,78736,204.31578947368422,31.50700280112045,Locally sparse - chargers nearby
94114,3058,1177,0,0,0,0,0,,37.75814,-122.43547,3003.0,79824,,26.581418581418582,Locally sparse - chargers nearby
94115,1941,648,7,51,3,54,12,San Francisco,37.78608,-122.43742,2941.0,78899,35.94444444444444,26.82726963617817,Well served
94116,3280,967,11,16,0,16,0,San Francisco,37.74457,-122.48611,2266.0,73796,205.0,32.566637246248895,Locally sparse - chargers nearby
94117,2176,791,4,6,2,8,0,San Francisco,37.77002,-122.44425,2950.0,76035,272.0,25.77457627118644,Locally sparse - chargers nearby
94118,2484,811,7,17,38,55,9,San Francisco,37.7801,-122.46185,2132.0,69469,45.163636363636364,32.583958724202624,Well served
94121,2661,770,2,2,4,6,0,San Francisco,37.77849,-122.49548,1828.0,68176,443.5,37.29540481400438,Locally sparse - chargers nearby
94122,3520,1058,8,12,16,28,9,San Francisco,37.76113,-122.48433,2283.0,70996,125.71428571428571,31.097678493210687,Locally sparse - chargers nearby
94123,1869,601,39,40,16,56,2,San Francisco,37.80112,-122.43645,2668.0,78412,33.375,29.389805097451273,Well served
94124,2100,702,7,13,6,19,2,San Francisco,37.73204,-122.3858,3462.0,87039,110.52631578947368,25.141247833622185,Locally sparse - chargers nearby
94127,2303,747,0,0,0,0,0,,37.73642,-122.45961,2393.0,75336,,31.481821980777266,Locally sparse - chargers nearby
94128,17,10,105,203,0,203,12,San Francisco,37.62197,-122.38388,2567.0,73183,0.08374384236453201,28.50915465523958,"Fewer than 1,000 EVs"
94129,300,111,6,14,6,20,8,San Francisco,37.79743,-122.46662,1762.0,63139,15.0,35.83371169125993,"Fewer than 1,000 EVs"
94130,109,27,0,0,0,0,0,,37.81975,-122.36898,2579.0,100277,,38.88212485459481,"Fewer than 1,000 EVs"
94131,2859,1098,1,2,0,2,0,San Francisco,37.74569,-122.44243,2794.0,79710,1429.5,28.528990694345026,Locally sparse - chargers nearby
94132,1613,419,25,55,3,58,18,San Francisco,37.72219,-122.48475,2382.0,74043,27.810344827586206,31.084382871536523,Well served
94133,908,305,6,10,0,10,1,San Francisco,37.80193,-122.41092,2841.0,85924,90.8,30.244280183034142,"Fewer than 1,000 EVs"
94134,1987,490,0,0,0,0,0,,37.71887,-122.41124,3311.0,80363,,24.27151917849592,Locally sparse - chargers nearby
94158,733,278,90,185,0,185,42,San Francisco,37.77116,-122.39153,3322.0,91938,3.962162162162162,27.67549668874172,"Fewer than 1,000 EVs"
94188,21,6,0,0,0,0,0,,37.7407,-122.38091,3458.0,87638,,25.343551185656448,"Fewer than 1,000 EVs"
94301,2945,1406,30,99,20,119,26,Palo Alto,37.44424,-122.14992,3289.0,95336,24.747899159663866,28.98631802979629,Well served
94303,4336,1707,24,66,39,105,33,Palo Alto,37.45064,-122.11928,4193.0,111743,41.2952380952381,26.649892678273314,Well served
94304,2667,151,70,153,26,179,40,Palo Alto,37.39744,-122.16699,3212.0,89422,14.899441340782124,27.83997509339975,Well served
94305,722,235,54,106,0,106,20,Stanford,37.41623,-122.17069,3126.0,95128,6.811320754716981,30.431222008957135,"Fewer than 1,000 EVs"
94306,4323,1704,86,187,0,187,59,Palo Alto,37.41627,-122.13088,4164.0,109538,23.11764705882353,26.3059558117195,Well served
94401,1835,575,38,115,2,117,8,San Mateo,37.57445,-122.31942,2702.0,53770,15.683760683760683,19.900074019245004,Well served
94402,3308,1188,60,101,20,121,10,San Mateo,37.54035,-122.33388,2862.0,59002,27.33884297520661,20.615653389238293,Well served
94403,4286,1341,139,272,118,390,50,San Mateo,37.53844,-122.30454,3112.0,54668,10.98974358974359,17.566838046272494,Well served
94404,4455,1529,67,141,30,171,20,Foster City,37.5562,-122.26905,3193.0,52084,26.05263157894737,16.311932352020044,Well served
94501,4604,1626,26,47,29,76,22,Alameda,37.77525,-122.27493,2612.0,86446,60.578947368421055,33.09571209800919,Well served
94502,1627,609,25,48,0,48,8,Alameda,37.73686,-122.24114,2625.0,69383,33.895833333333336,26.431619047619048,Well served
94503,1442,368,19,34,0,34,2,American Canyon,38.19454,-122.23042,632.0,12460,42.411764705882355,19.71518987341772,Well served
94505,1004,292,0,0,0,0,0,,37.86638,-121.5868,85.0,11450,,134.7058823529412,Isolated - underserved by both measures
94506,4282,1410,2,2,16,18,0,Danville,37.80862,-121.90498,913.0,50291,237.88888888888889,55.083242059145675,Locally sparse - chargers nearby
94507,2332,833,2,2,16,18,0,Alamo,37.85429,-122.00664,673.0,52121,129.55555555555554,77.44576523031203,Isolated - underserved by both measures
94508,147,51,1,2,0,2,2,Angwin,38.57909,-122.44451,176.0,809,73.5,4.596590909090909,"Fewer than 1,000 EVs"
94509,1658,376,13,18,21,39,6,Antioch,37.99214,-121.8142,267.0,18231,42.51282051282051,68.28089887640449,Locally fine - crowded region
94510,1861,715,6,8,16,24,3,Benicia,38.09756,-122.13189,474.0,18510,77.54166666666667,39.050632911392405,Locally sparse - chargers nearby
94511,116,14,0,0,0,0,0,,38.02883,-121.64039,163.0,13155,,80.70552147239263,"Fewer than 1,000 EVs"
94512,1,0,0,0,0,0,0,,38.1263,-121.83793,72.0,6576,,91.33333333333333,"Fewer than 1,000 EVs"
94513,4806,1185,29,62,32,94,6,Brentwood,37.92541,-121.68452,189.0,12585,51.12765957446808,66.58730158730158,Locally fine - crowded region
94514,18,5,1,2,0,2,0,Byron,37.83071,-121.63392,150.0,12819,9.0,85.46,"Fewer than 1,000 EVs"
94515,363,107,21,44,0,44,38,Calistoga,38.62449,-122.62503,63.0,462,8.25,7.333333333333333,"Fewer than 1,000 EVs"
