zip,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,city
90404,1601,513,52,111,96,207,29,Santa Monica
90405,2935,1145,69,203,0,203,30,Santa Monica
90406,30,9,0,0,0,0,0,
90408,14,4,0,0,0,0,0,
90409,17,7,0,0,0,0,0,
90480,0,1,0,0,0,0,0,
90485,1,0,0,0,0,0,0,
90501,2619,850,60,140,6,146,33,Torrance
90502,916,223,20,97,0,97,8,Torrance
90503,3454,1018,49,82,52,134,20,Torrance
90504,1978,593,9,12,6,18,0,Torrance
90505,2826,880,31,63,20,83,9,Torrance
90506,2,2,0,0,0,0,0,
90507,1,0,0,0,0,0,0,
90508,2,0,0,0,0,0,0,
90509,2,2,0,0,0,0,0,
90510,6,5,0,0,0,0,0,
90601,1565,448,13,52,7,59,33,Whittier
90602,993,193,1,2,0,2,2,Whittier
90603,994,268,2,0,26,26,0,Whittier
90604,1328,326,5,10,0,10,2,Whittier
90605,1213,311,1,0,1,1,0,Whittier
90606,764,192,6,4,20,24,0,Whittier
90607,6,5,0,0,0,0,0,
90608,10,3,0,0,0,0,0,
90609,8,2,0,0,0,0,0,
90610,2,0,0,0,0,0,0,
90620,2574,633,6,4,36,40,8,Buena Park
90621,2568,542,12,23,45,68,36,Buena Park
90622,2,2,0,0,0,0,0,
90623,1370,385,0,0,0,0,0,
90626,0,1,0,0,0,0,0,
90630,4099,1053,56,91,12,103,0,Cypress
90631,3654,857,12,17,4,21,1,La Habra
90632,6,5,0,0,0,0,0,
90633,4,1,0,0,0,0,0,
90637,6,3,0,0,0,0,0,
90638,2719,658,27,50,4,54,7,La Mirada
90639,6,0,0,0,0,0,0,
90640,2069,471,31,76,72,148,23,Montebello
90650,2743,653,16,39,22,61,3,Norwalk
90651,2,2,0,0,0,0,0,
90652,2,0,0,0,0,0,0,
90653,0,1,0,0,0,0,0,
90660,1447,282,4,71,8,79,0,Pico Rivera
90662,2,1,0,0,0,0,0,
90670,859,306,11,21,14,35,0,Santa Fe Springs
90677,0,1,0,0,0,0,0,
90680,1267,227,9,6,25,31,0,Stanton
90701,752,165,1,12,0,12,0,Artesia
90702,3,0,0,0,0,0,0,
90703,4971,1518,26,51,24,75,24,Cerritos
90704,39,31,0,0,0,0,0,
90705,0,1,0,0,0,0,0,
90706,2049,461,22,36,19,55,2,Bellflower
90707,8,1,0,0,0,0,0,
90710,1113,258,4,23,0,23,0,Los Angeles
90712,1586,453,7,19,8,27,5,Lakewood
90713,1263,355,4,4,20,24,0,Lakewood
90714,6,1,0,0,0,0,0,
90715,746,172,2,4,0,4,2,Hawaiian Gardens
90716,234,47,3,3,44,47,3,Hawaiian Gardens
90717,894,287,5,17,0,17,0,Lomita
90720,2110,776,12,25,20,45,0,Los Alamitos
90721,1,0,0,0,0,0,0,
90723,892,199,20,93,0,93,4,Paramount
90731,1792,559,28,49,0,49,19,Los Angeles
90732,1436,344,3,5,2,7,3,Los Angeles
90733,7,4,0,0,0,0,0,
90734,6,4,0,0,0,0,0,
90740,1710,684,12,18,12,30,7,Seal Beach
90742,92,37,0,0,0,0,0,
90743,56,20,0,0,0,0,0,
90744,714,119,7,9,14,23,2,Wilmington
90745,2030,388,35,81,32,113,16,Carson
90746,1339,285,37,66,2,68,2,Carson
90747,10,0,0,0,0,0,0,
90748,5,1,0,0,0,0,0,
90749,7,1,0,0,0,0,0,
90755,854,321,13,19,29,48,5,Signal Hill
90760,1,0,0,0,0,0,0,
90801,13,2,0,0,0,0,0,
90802,1744,493,107,228,28,256,35,Long Beach
90803,2398,1058,23,30,26,56,10,Long Beach
90804,977,322,1,0,4,4,0,Long Beach
90805,1911,408,9,76,17,93,3,Long Beach
90806,1266,370,10,14,8,22,0,Long Beach
90807,1966,695,1,2,0,2,2,Long Beach
90808,2582,898,19,43,4,47,6,Long Beach
90809,11,1,0,0,0,0,0,
90810,756,139,12,20,0,20,2,Carson
90812,0,1,0,0,0,0,0,
90813,647,166,19,26,18,44,0,Long Beach
90814,1101,459,0,0,0,0,0,
90815,2408,875,6,13,14,27,0,Long Beach
90831,2,0,0,0,0,0,0,
90832,1,0,0,0,0,0,0,
90840,1,0,2,4,0,4,4,Long Beach
90846,0,0,8,16,0,16,10,Long Beach
90853,7,2,0,0,0,0,0,
90895,2,1,0,0,0,0,0,
91001,2151,1125,0,0,0,0,0,
91002,1,0,0,0,0,0,0,
91003,2,1,0,0,0,0,0,
91005,0,1,0,0,0,0,0,
91006,3970,1149,11,15,7,22,7,Arcadia
91007,3179,850,14,28,6,34,18,Arcadia
91008,152,58,0,0,0,0,0,
91009,6,3,0,0,0,0,0,
91010,1176,273,4,11,30,41,1,Duarte
91011,3477,1210,9,13,0,13,0,La Cañada Flintridge
91012,22,12,0,0,0,0,0,
91016,2553,782,17,29,13,42,4,Monrovia
91017,13,6,0,0,0,0,0,
91020,569,147,0,0,0,0,0,
91021,11,2,0,0,0,0,0,
91024,1050,386,0,0,0,0,0,
91025,17,4,0,0,0,0,0,
91030,2642,893,12,14,19,33,2,South Pasadena
91031,24,14,0,0,0,0,0,
91037,1,0,0,0,0,0,0,
91040,1829,414,1,1,0,1,0,Los Angeles
91041,3,3,0,0,0,0,0,
91042,2187,404,6,8,0,8,1,Tujunga
91043,3,2,0,0,0,0,0,
91046,9,1,0,0,0,0,0,
91066,27,9,0,0,0,0,0,
91077,3,5,0,0,0,0,0,
91101,1486,460,27,85,40,125,99,Pasadena
91102,12,5,0,0,0,0,0,
91103,1534,471,5,51,9,60,29,Pasadena
91104,2443,740,2,12,0,12,0,Pasadena
91105,1861,725,18,87,50,137,79,Pasadena
91106,1872,599,4,2,26,28,2,Pasadena
91107,3218,1046,27,87,52,139,2,Pasadena
91108,2213,811,1,4,0,4,0,San Marino
91109,74,8,0,0,0,0,0,
91114,5,1,0,0,0,0,0,
91115,3,3,0,0,0,0,0,
91116,11,2,0,0,0,0,0,
91117,7,3,0,0,0,0,0,
91118,20,8,0,0,0,0,0,
91124,2,0,1,3,0,3,0,Pasadena
91125,6,1,2,107,8,115,115,Pasadena
91126,3,0,0,0,0,0,0,
91141,0,1,0,0,0,0,0,
91201,1855,407,7,14,0,14,0,Glendale
91202,1925,469,2,24,0,24,4,Glendale
91203,1382,260,19,51,0,51,16,Glendale
91204,1225,213,9,39,3,42,3,Glendale
91205,2027,419,9,17,3,20,4,Glendale
91206,2843,696,3,24,32,56,0,Glendale
91207,1141,323,0,0,0,0,0,
91208,1868,520,12,19,0,19,2,Glendale
91209,11,10,0,0,0,0,0,
91210,47,20,3,4,20,24,20,Glendale
91211,0,1,0,0,0,0,0,
91214,3260,766,2,3,3,6,6,La Crescenta
91217,1,1,0,0,0,0,0,
91221,10,6,0,0,0,0,0,
91222,2,2,0,0,0,0,0,
91224,2,2,0,0,0,0,0,
91225,1,1,0,0,0,0,0,
91226,5,1,0,0,0,0,0,
91231,1,0,0,0,0,0,0,
91248,0,1,0,0,0,0,0,
91300,1,0,0,0,0,0,0,
91301,3164,936,17,69,41,110,6,Agoura Hills
91302,4623,1443,12,19,31,50,5,Calabasas
91303,1234,207,28,82,14,96,10,Los Angeles
91304,3106,677,5,8,0,8,2,Los Angeles
91305,1,0,0,0,0,0,0,
91306,2381,445,5,18,0,18,1,Los Angeles
91307,3052,757,6,14,0,14,3,West Hills
91308,8,6,0,0,0,0,0,
91309,5,2,0,0,0,0,0,
91310,3,0,0,0,0,0,0,
91311,3632,824,27,49,8,57,16,Chatsworth
91313,10,3,0,0,0,0,0,
91316,3027,850,15,24,4,28,5,Los Angeles
91319,12,2,0,0,0,0,0,
91320,3924,1198,13,19,8,27,10,Thousand Oaks
91321,1659,461,7,11,16,27,0,Santa Clarita
91324,2017,483,13,17,32,49,2,Northridge
91325,2456,598,20,47,4,51,2,Northridge
91326,6106,1657,8,17,0,17,1,Los Angeles
91327,13,5,0,0,0,0,0,
91328,9,2,0,0,0,0,0,
91330,10,2,8,23,0,23,23,Northridge
91331,2112,354,9,7,10,17,2,Los Angeles
91333,6,2,0,0,0,0,0,
91334,3,0,0,0,0,0,0,
91335,3379,639,10,32,0,32,3,Los Angeles
91337,6,1,0,0,0,0,0,
91340,736,160,13,22,36,58,12,San Fernando
91341,1,1,0,0,0,0,0,
91342,3654,725,13,60,4,64,16,Sylmar
91343,2799,597,10,29,0,29,3,Los Angeles
91344,4740,1106,5,4,24,28,25,Granada Hills
91345,753,140,8,23,0,23,20,Mission Hills
91346,3,1,0,0,0,0,0,
91350,4296,1113,10,28,4,32,2,Santa Clarita
91351,1781,420,9,11,1,12,0,Santa Clarita
91352,1905,323,8,57,0,57,1,Los Angeles
91353,2,2,0,0,0,0,0,
91354,3836,1181,0,0,0,0,0,
91355,2682,850,43,71,90,161,48,Santa Clarita
91356,3677,959,25,50,0,50,20,Los Angeles
91357,22,5,0,0,0,0,0,
91358,3,0,0,0,0,0,0,
91359,22,5,0,0,0,0,0,
91360,2970,825,18,138,36,174,34,Thousand Oaks
91361,2789,867,23,43,4,47,18,Westlake Village
91362,4353,1344,36,95,27,122,43,Thousand Oaks
91364,3759,977,7,68,0,68,1,Woodland Hills
91365,24,7,0,0,0,0,0,
91367,4935,1057,45,90,10,100,22,Los Angeles
91372,29,11,0,0,0,0,0,
91376,21,7,0,0,0,0,0,
91377,1850,517,1,14,0,14,0,Oak Park
91380,31,6,0,0,0,0,0,
91381,3725,854,1,0,4,4,0,Stevenson Ranch
91382,1,0,0,0,0,0,0,
91384,1553,448,1,0,12,12,0,Castaic
91385,8,3,0,0,0,0,0,
91386,6,2,0,0,0,0,0,
91387,3307,868,6,8,2,10,0,Santa Clarita
91390,1487,432,0,0,0,0,0,
91392,4,2,0,0,0,0,0,
91393,4,0,0,0,0,0,0,
91394,16,0,0,0,0,0,0,
91395,0,1,0,0,0,0,0,
91396,3,0,0,0,0,0,0,
91401,2918,679,6,14,9,23,3,Sherman Oaks
91402,1826,282,13,76,0,76,29,Panorama City
91403,3170,1004,12,20,41,61,0,Los Angeles
91404,1,0,0,0,0,0,0,
91405,2970,949,60,236,7,243,48,Los Angeles
91406,2756,668,17,42,8,50,13,Van Nuys
91408,1,1,0,0,0,0,0,
91409,14,4,0,0,0,0,0,
91411,1309,394,13,59,6,65,17,Los Angeles
91412,2,0,0,0,0,0,0,
91413,28,13,0,0,0,0,0,
91416,19,3,0,0,0,0,0,
91423,3477,1063,19,31,4,35,2,Los Angeles
91424,1,0,0,0,0,0,0,
91426,23,12,0,0,0,0,0,
91436,3272,1204,11,44,1,45,10,Los Angeles
91501,1798,398,0,0,0,0,0,
91502,710,191,49,89,32,121,45,Burbank
91503,12,2,0,0,0,0,0,
91504,2269,501,9,19,8,27,9,Burbank
91505,2310,686,37,63,9,72,19,Burbank
91506,1450,418,10,15,24,39,3,Burbank
91507,3,1,0,0,0,0,0,
91508,3,0,0,0,0,0,0,
91510,28,13,0,0,0,0,0,
91521,4,1,0,0,0,0,0,
91522,0,0,1,1,0,1,0,Burbank
91523,0,0,2,4,0,4,0,Burbank
91538,0,1,0,0,0,0,0,
91564,1,0,0,0,0,0,0,
91601,2278,573,23,149,0,149,14,Los Angeles
91602,1816,591,29,75,0,75,12,Universal City
91603,4,2,0,0,0,0,0,
91604,4069,1353,18,207,0,207,78,Los Angeles
91605,2436,404,9,25,4,29,10,Los Angeles
91606,2152,427,44,81,0,81,2,Los Angeles
91607,2485,622,7,31,8,39,10,Los Angeles
91608,5,4,43,96,14,110,30,Universal City
91609,7,0,0,0,0,0,0,
91610,8,4,0,0,0,0,0,
91614,8,5,0,0,0,0,0,
91615,7,0,0,0,0,0,0,
91616,2,0,0,0,0,0,0,
91617,2,2,0,0,0,0,0,
91623,1,0,0,0,0,0,0,
91632,0,1,0,0,0,0,0,
91701,2225,568,2,4,0,4,0,Rancho Cucamonga
91702,2313,633,11,20,17,37,5,Azusa
91706,2223,499,6,27,32,59,13,Baldwin Park
91708,2483,343,9,10,20,30,0,Chino
91709,8930,2198,21,53,38,91,5,Chino Hills
91710,4442,1142,6,4,32,36,2,Chino
91711,2859,961,33,62,4,66,14,Claremont
91715,17,10,0,0,0,0,0,
91720,0,1,0,0,0,0,0,
91722,1365,309,3,2,20,22,0,Covina
91723,880,196,16,21,31,52,6,Covina
91724,1387,361,1,2,0,2,0,Covina
91726,0,1,0,0,0,0,0,
91729,42,12,0,0,0,0,0,
91730,3411,781,21,27,9,36,11,Rancho Cucamonga
91731,988,234,15,23,5,28,5,El Monte
91732,2066,451,10,15,22,37,0,El Monte
91733,1341,320,2,2,4,6,0,South El Monte
91734,3,3,0,0,0,0,0,
91736,0,1,0,0,0,0,0,
91737,1906,509,1,4,0,4,0,Rancho Cucamonga
91739,4015,1019,4,2,21,23,13,Rancho Cucamonga
91740,1177,349,10,21,1,22,0,Glendora
91741,1908,605,11,18,8,26,2,Glendora
91743,7,1,0,0,0,0,0,
91744,2277,398,8,16,4,20,4,City of Industry
91745,4235,1058,4,2,14,16,0,Hacienda Heights
91746,899,210,40,89,4,93,6,City of Industry
91747,8,1,0,0,0,0,0,
91748,4105,1021,10,7,48,55,13,City of Industry
91750,2022,640,10,16,16,32,0,La Verne
91752,1968,449,4,6,17,23,0,Eastvale
91754,2435,649,8,34,5,39,2,Monterey Park
91755,1849,439,1,4,0,4,0,Monterey Park
91758,1,0,0,0,0,0,0,
91759,16,7,0,0,0,0,0,
91760,0,2,0,0,0,0,0,
91761,3908,702,88,188,28,216,32,Ontario
91762,2966,489,3,15,0,15,0,Ontario
91763,1112,282,6,12,5,17,5,Montclair
91764,1418,311,31,93,81,174,20,Ontario
91765,5694,1653,51,85,35,120,4,Diamond Bar
91766,2217,527,8,65,50,115,0,Pomona
91767,1392,296,17,41,2,43,1,Pomona
91768,838,210,8,43,1,44,40,Pomona
91769,17,5,0,0,0,0,0,
91770,4341,882,9,22,10,32,10,Rosemead
91773,2171,615,17,40,6,46,17,San Dimas
91774,0,1,0,0,0,0,0,
91775,2155,612,1,0,6,6,0,San Gabriel
91776,2416,564,8,18,43,61,20,San Gabriel
91778,14,10,0,0,0,0,0,
91780,3126,874,4,8,0,8,2,Temple City
91784,2566,722,0,0,0,0,0,
91785,16,3,0,0,0,0,0,
91786,2124,538,6,7,68,75,2,Upland
91788,27,9,0,0,0,0,0,
91789,5445,1480,78,148,20,168,8,Walnut
91790,2335,498,9,70,8,78,2,West Covina
91791,2492,658,4,5,62,67,0,West Covina
91792,1532,339,1,2,0,2,2,West Covina
91793,14,7,0,0,0,0,0,
91801,3001,777,7,26,12,38,4,Alhambra
91802,38,16,0,0,0,0,0,
91803,1859,520,2,0,28,28,0,Alhambra
91806,0,1,0,0,0,0,0,
91816,1,0,0,0,0,0,0,
91822,1,0,0,0,0,0,0,
91901,724,179,5,14,22,36,8,Alpine
91902,1171,275,0,0,0,0,0,
91903,13,5,0,0,0,0,0,
91905,40,7,0,0,0,0,0,
91906,94,24,6,10,0,10,0,Campo
91908,9,0,0,0,0,0,0,
91909,4,2,0,0,0,0,0,
91910,2831,613,22,67,26,93,6,Chula Vista
91911,2303,332,21,29,12,41,10,Chula Vista
91912,30,11,0,0,0,0,0,
91913,4654,806,3,9,0,9,0,Chula Vista
91914,1676,408,6,16,32,48,18,Chula Vista
91915,2923,535,8,16,16,32,4,Chula Vista
91916,53,13,0,0,0,0,0,
91917,25,10,0,0,0,0,0,
91921,18,6,0,0,0,0,0,
91931,9,1,1,2,0,2,0,Guatay
91932,557,123,6,12,0,12,2,Imperial Beach
91933,4,0,0,0,0,0,0,
91934,17,4,1,0,12,12,0,Jacumba Hot Springs
91935,640,166,1,8,0,8,0,Jamul
91941,2023,600,0,0,0,0,0,
91942,1605,356,10,24,12,36,6,La Mesa
91943,2,1,1,3,0,3,3,La Mesa
91944,10,2,0,0,0,0,0,
91945,830,142,6,9,8,17,1,Lemon Grove
91946,4,0,0,0,0,0,0,
91948,2,2,0,0,0,0,0,
91950,1094,145,28,42,12,54,5,National City
91951,9,1,0,0,0,0,0,
91962,96,13,0,0,0,0,0,
91963,15,4,0,0,0,0,0,
91976,2,3,0,0,0,0,0,
91977,2061,338,2,4,0,4,0,Spring Valley
91978,557,75,0,0,0,0,0,
91979,9,3,0,0,0,0,0,
91980,28,1,0,0,0,0,0,
92003,449,120,0,0,0,0,0,
92004,86,25,5,6,6,12,0,Borrego Springs
92005,1,0,0,0,0,0,0,
92007,1087,353,4,7,0,7,0,Cardiff by the Sea
92008,2402,705,25,95,35,130,11,Carlsbad
92009,5348,1705,18,30,26,56,35,Carlsbad
92010,1777,520,15,30,0,30,3,Carlsbad
92011,2782,830,8,21,0,21,7,Carlsbad
92013,23,10,0,0,0,0,0,
92014,2199,837,11,18,1,19,13,Del Mar
92018,39,11,0,0,0,0,0,
92019,2680,423,11,37,0,37,0,El Cajon
92020,2188,411,38,63,25,88,8,El Cajon
92021,2036,330,29,51,29,80,7,El Cajon
92022,12,1,0,0,0,0,0,
92023,37,12,0,0,0,0,0,
92024,5477,1937,22,32,40,72,5,Encinitas
92025,1913,480,21,34,29,63,5,Escondido
92026,2718,685,13,53,12,65,4,Escondido
92027,2006,498,7,35,16,51,2,Escondido
92028,2982,709,18,28,11,39,4,Fallbrook
92029,2078,544,15,27,0,27,7,Escondido
92030,11,4,0,0,0,0,0,
92033,5,1,0,0,0,0,0,
92034,0,1,0,0,0,0,0,
92036,110,30,5,2,4,6,2,Julian
92037,4798,1772,93,478,38,516,59,San Diego
92038,43,14,0,0,0,0,0,
92039,14,6,0,0,0,0,0,
92040,1276,295,15,27,12,39,6,Lakeside
92046,18,6,0,0,0,0,0,
92049,6,4,0,0,0,0,0,
92051,5,2,0,0,0,0,0,
92052,9,3,0,0,0,0,0,
92054,1656,460,36,53,66,119,10,Oceanside
92055,21,9,0,0,0,0,0,
92056,3008,731,22,44,4,48,7,Oceanside
92057,2869,759,4,4,20,24,0,Oceanside
92058,1166,251,2,2,8,10,0,Oceanside
92059,66,18,0,0,0,0,0,
92060,12,5,0,0,0,0,0,
92061,106,35,4,18,10,28,0,Pauma Valley
92064,4712,1230,8,10,11,21,4,Poway
92065,1478,421,7,10,14,24,6,Ramona
92066,6,0,0,0,0,0,0,
92067,2071,837,5,10,0,10,2,Rancho Santa Fe
92068,6,1,0,0,0,0,0,
92069,2651,614,11,24,24,48,4,San Marcos
92070,18,5,3,4,8,12,2,Santa Ysabel
92071,2557,531,26,68,11,79,30,Santee
92072,13,1,0,0,0,0,0,
92073,1,0,0,0,0,0,0,
92074,13,4,0,0,0,0,0,
92075,1513,551,36,75,8,83,26,Solana Beach
92077,1,0,0,0,0,0,0,
92078,4566,1240,22,37,2,39,14,San Marcos
92079,17,6,0,0,0,0,0,
92081,1800,450,18,37,37,74,8,Vista
92082,1283,302,9,32,12,44,0,Valley Center
92083,1062,266,9,18,30,48,2,Vista
92084,1962,483,9,21,22,43,0,Vista
92085,12,5,0,0,0,0,0,
92086,38,14,0,0,0,0,0,
92088,11,6,0,0,0,0,0,
92091,336,114,0,0,0,0,0,
92092,81,8,0,0,0,0,0,
92093,81,63,15,249,2,251,7,La Jolla
92096,1,0,0,0,0,0,0,
92101,4293,901,265,569,34,603,113,San Diego
92102,1020,260,3,4,0,4,0,San Diego
92103,2813,907,32,104,4,108,0,San Diego
92104,2146,689,3,4,4,8,4,San Diego
92105,1783,395,1,5,0,5,5,San Diego
92106,1502,473,6,13,24,37,8,San Diego
92107,1492,527,0,0,0,0,0,
92108,2029,443,61,115,155,270,73,San Diego
92109,2483,784,9,62,0,62,9,San Diego
92110,1500,422,28,40,76,116,20,San Diego
92111,2354,573,29,42,48,90,23,San Diego
92112,18,2,0,0,0,0,0,
92113,637,101,7,8,15,23,9,San Diego
92114,1827,258,2,4,0,4,0,San Diego
92115,2106,550,12,21,13,34,6,San Diego
92116,1772,555,2,7,6,13,0,San Diego
92117,3041,822,3,1,11,12,3,San Diego
92118,1334,382,20,42,5,47,8,Coronado
92119,1327,329,1,0,12,12,0,San Diego
92120,2302,569,8,46,1,47,3,San Diego
92121,766,306,110,309,23,332,32,San Diego
92122,3318,898,25,54,20,74,28,San Diego
92123,2360,503,61,137,25,162,20,San Diego
92124,1867,467,0,0,0,0,0,
92126,5374,1099,17,35,34,69,16,San Diego
92127,7509,2253,56,125,16,141,22,San Diego
92128,4804,1142,11,46,5,51,2,San Diego
92129,5919,1492,12,24,14,38,14,San Diego
92130,10291,3061,39,99,36,135,30,San Diego
92131,4813,1371,11,16,12,28,1,San Diego
92132,1,0,6,12,0,12,0,San Diego
92134,3,1,0,0,0,0,0,
92136,32,5,0,0,0,0,0,
92137,4,2,0,0,0,0,0,
92138,23,9,0,0,0,0,0,
92139,952,173,1,0,6,6,0,San Diego
92140,3,0,1,0,1,1,0,San Diego
92142,10,3,0,0,0,0,0,
92143,12,2,0,0,0,0,0,
92145,12,2,0,0,0,0,0,
92147,0,1,0,0,0,0,0,
92149,4,1,0,0,0,0,0,
92150,32,9,0,0,0,0,0,
92153,11,1,0,0,0,0,0,
92154,2854,425,9,3,29,32,4,San Diego
92155,2,0,1,8,0,8,0,San Diego
92158,0,0,5,10,0,10,0,San Diego
92159,5,3,0,0,0,0,0,
92160,9,5,0,0,0,0,0,
92161,0,0,1,2,0,2,2,San Diego
92163,26,6,0,0,0,0,0,
92165,6,2,0,0,0,0,0,
92166,7,7,0,0,0,0,0,
92167,9,3,0,0,0,0,0,
92168,9,6,0,0,0,0,0,
92169,24,7,0,0,0,0,0,
92170,2,4,0,0,0,0,0,
92171,3,1,0,0,0,0,0,
92172,17,10,0,0,0,0,0,
92173,714,86,5,2,30,32,7,San Diego
92174,2,2,0,0,0,0,0,
92175,6,1,0,0,0,0,0,
92176,13,3,0,0,0,0,0,
92177,6,5,0,0,0,0,0,
92178,18,8,0,0,0,0,0,
92182,3,1,16,24,1,25,11,San Diego
92187,1,0,0,0,0,0,0,
92191,8,5,0,0,0,0,0,
92192,17,10,0,0,0,0,0,
92193,7,7,0,0,0,0,0,
92195,6,6,0,0,0,0,0,
92196,17,0,0,0,0,0,0,
92198,24,8,0,0,0,0,0,
92199,1,0,0,0,0,0,0,
92200,1,0,0,0,0,0,0,
92201,1147,182,17,28,2,30,15,Indio
92202,9,3,0,0,0,0,0,
92203,1651,297,4,3,51,54,50,Indio
92210,506,150,23,66,0,66,20,Indian Wells
92211,1771,396,18,81,8,89,4,Palm Desert
92214,1,0,0,0,0,0,0,
92220,933,133,3,6,3,9,2,Banning
92223,3169,542,8,8,48,56,21,Beaumont
92225,102,29,13,39,4,43,6,Blythe
92226,5,2,0,0,0,0,0,
92227,257,35,4,7,16,23,0,Brawley
92230,29,5,5,4,36,40,28,Cabazon
92231,578,55,11,17,16,33,0,Calexico
92232,13,0,0,0,0,0,0,
92233,22,5,2,2,8,10,0,Calipatria
92234,1852,339,13,43,14,57,12,Cathedral City
92235,12,3,0,0,0,0,0,
92236,482,43,2,2,1,3,2,Coachella
92239,7,1,0,0,0,0,0,
92240,726,132,8,16,0,16,1,Desert Hot Springs
92241,171,37,1,7,0,7,0,Desert Hot Springs
92242,4,1,0,0,0,0,0,
92243,672,93,9,12,70,82,36,El Centro
92244,17,5,0,0,0,0,0,
92246,1,0,0,0,0,0,0,
92247,14,4,0,0,0,0,0,
92248,21,3,0,0,0,0,0,
92249,100,6,1,0,20,20,0,Heber
92250,56,8,0,0,0,0,0,
92251,550,63,5,9,0,9,0,Imperial
92252,208,52,6,16,12,28,0,Joshua Tree
92253,2155,485,14,47,15,62,26,La Quinta
92254,67,7,0,0,0,0,0,
92255,21,4,0,0,0,0,0,
92256,88,22,0,0,0,0,0,
92257,17,3,0,0,0,0,0,
92258,14,1,0,0,0,0,0,
92259,4,1,0,0,0,0,0,
92260,1462,380,11,41,5,46,31,Palm Desert
92261,17,10,0,0,0,0,0,
92262,1945,553,91,166,38,204,76,Palm Springs
92263,58,13,0,0,0,0,0,
92264,1665,420,14,32,4,36,33,Palm Springs
92266,0,1,0,0,0,0,0,
92268,21,3,0,0,0,0,0,
92270,2123,539,27,53,44,97,48,Rancho Mirage
92273,9,0,0,0,0,0,0,
92274,130,21,1,0,1,1,0,Thermal
92275,5,3,0,0,0,0,0,
92276,159,47,0,0,0,0,0,
92277,342,71,5,4,10,14,8,Twentynine Palms
92278,4,1,0,0,0,0,0,
92280,1,0,0,0,0,0,0,
92281,7,1,0,0,0,0,0,
92282,28,8,0,0,0,0,0,
92283,3,0,0,0,0,0,0,
92284,542,114,6,11,24,35,0,Yucca Valley
92285,41,7,0,0,0,0,0,
92286,13,2,0,0,0,0,0,
92301,534,76,1,15,0,15,0,Adelanto
92305,8,3,0,0,0,0,0,
92307,933,209,4,7,0,7,2,Apple Valley
92308,896,189,7,13,6,19,0,Apple Valley
92309,2,1,7,0,164,164,108,Baker
92310,96,13,0,0,0,0,0,
92311,320,54,17,57,229,286,27,Barstow
92312,8,3,0,0,0,0,0,
92313,379,82,5,36,2,38,1,Grand Terrace
92314,135,28,0,0,0,0,0,
92315,132,28,12,32,22,54,0,Big Bear Lake
92316,442,65,5,6,0,6,0,Bloomington
92317,87,17,1,0,1,1,0,Blue Jay
92318,3,0,0,0,0,0,0,
92320,450,74,2,7,12,19,7,Calimesa
92321,29,13,0,0,0,0,0,
92322,18,7,0,0,0,0,0,
92324,1092,239,10,35,47,82,6,Colton
92325,236,62,1,1,0,1,0,Crestline
92327,1,0,0,0,0,0,0,
92328,3,1,1,2,0,2,2,Death Valley
92329,43,10,0,0,0,0,0,
92331,20,2,0,0,0,0,0,
92332,0,0,2,1,4,5,1,Essex
92333,19,4,0,0,0,0,0,
92334,10,4,0,0,0,0,0,
92335,1363,244,26,44,0,44,6,Fontana
92336,6889,1135,6,7,31,38,24,Fontana
92337,1093,225,3,8,0,8,1,Fontana
92339,25,13,0,0,0,0,0,
92340,13,1,0,0,0,0,0,
92341,13,1,0,0,0,0,0,
92342,204,47,0,0,0,0,0,
92344,787,124,0,0,0,0,0,
92345,1417,235,13,17,64,81,30,Hesperia
92346,1891,410,24,38,19,57,8,Highland
92347,7,3,0,0,0,0,0,
92348,0,1,0,0,0,0,0,
92350,9,6,0,0,0,0,0,
92352,221,49,4,4,12,16,2,Lake Arrowhead
92354,1164,258,24,44,4,48,3,Loma Linda
92356,57,15,2,3,0,3,2,Lucerne Valley
92357,1,0,0,0,0,0,0,
92358,32,9,0,0,0,0,0,
92359,234,41,0,0,0,0,0,
92363,29,5,5,0,34,34,8,Needles
92364,0,0,3,2,4,6,0,Nipton
92365,24,3,0,0,0,0,0,
92367,1,0,0,0,0,0,0,
92368,13,4,0,0,0,0,0,
92369,9,3,0,0,0,0,0,
92371,248,57,0,0,0,0,0,
92372,128,30,0,0,0,0,0,
92373,2074,628,4,8,4,12,4,Redlands
92374,1861,361,29,56,63,119,11,Redlands
92375,25,7,0,0,0,0,0,
92376,1413,211,9,23,14,37,0,Rialto
92377,825,175,2,4,0,4,0,Rialto
92378,13,2,0,0,0,0,0,
92382,147,34,0,0,0,0,0,
92384,1,0,2,3,6,9,0,Shoshone
92385,19,2,1,39,0,39,0,Skyforest
92386,35,7,0,0,0,0,0,
92391,40,15,0,0,0,0,0,
92392,1582,247,10,15,21,36,12,Victorville
92393,31,3,0,0,0,0,0,
92394,861,127,7,4,30,34,2,Victorville
92395,1006,201,18,27,31,58,4,Victorville
92397,171,46,1,1,0,1,0,Wrightwood
92398,18,3,5,2,64,66,24,Yermo
92399,1669,390,6,13,0,13,1,Yucaipa
92401,17,4,6,10,0,10,0,San Bernardino
92402,4,1,1,0,2,2,0,San Bernardino
92404,856,201,17,120,0,120,0,San Bernardino
92405,399,89,1,0,2,2,2,San Bernardino
92406,3,0,0,0,0,0,0,
92407,1794,381,3,3,13,16,3,San Bernardino
